Word,ExcludedSenses,WordnetSenses,WordnetSubsenses,Notes,Examples,Syntax1,Syntax2,Syntax3,Semantics1,Semantics2,Semantics3,ThRole1,ThRole2,ThRole3
clip,2,3,#,#,Kim clipped the message to her calendar,NP,NPcoll,#,sentient,physobj,#,AGNT,THME,
cloak,#,1,#,#,Kim cloaked the scene with a curtain/A curtain cloaked the scene,NP,NP,#,sentient,physobj,#,AGNT,PTNT,
cloak,#,1,#,#,Kim cloaked the scene with a curtain/A curtain cloaked the scene,NP,NP,#,animate,location,#,EFNT,LOC,
cloak,#,1,#,#,Kim cloaked the scene with a curtain/A curtain cloaked the scene,NP,NP,PP(with),animate,location,*,EFNT,LOC,THME
cloak,#,1,#,#,Kim cloaked the scene with a curtain/A curtain cloaked the scene,NP,NP,#,*,location,#,THME,LOC,
close,#,1 2 3,#,#,Kim closed the door/The door closed,NP,#,#,physobj,#,#,PTNT,#,
close,#,1 2 3,#,#,Kim closed the door/The door closed,NP,NP,#,*,physobj,#,EFNT,PTNT,
close,#,4 5 6,#,#,The chair closed the meeting/The meeting closed,NP,NP,#,*,abstract,#,EFNT,PTNT,
close,#,4 5 6,#,#,The chair closed the meeting/The meeting closed,NP,#,#,abstract,#,#,PTNT,#,
club,#,1,#,#,Kim clubbed the intruder with a baseball bat,NP,NP,PP(with),sentient,animate,physobj,AGNT,PTNT,INST
club,#,1,#,#,Kim clubbed the intruder with a baseball bat,NP,NP,PP,sentient,animate,location,AGNT,PTNT,LOC
club,#,1,#,#,Kim clubbed the intruder with a baseball bat,NP,NP,#,sentient,animate,#,AGNT,PTNT,
clump,4,1,#,"sense 4 excluded as phrasal - clump up, clump togther",Something clumped in the attic,NP,#,#,physobj,#,#,EFNT,#,
clump,4,2 3,#,#,Kim clumped along the road,NP,PP,#,animate,location,#,AGNT,PATH,
clump,4,2 3,#,#,Kim clumped along the road,NP,#,#,animate,#,#,AGNT,#,
clump,4,2 4,#,#,The gang clumped together over the map,NPcoll,#,#,animate,#,#,EFNT,#,
clutch,#,1,#,#,Kim clutched the handle,NP,NP,#,sentient,physobj,#,AGNT,THME,
clutch,#,1,#,#,Kim clutched the handle,NP,PP(at),#,sentient,physobj,#,AGNT,THME,
clutter,#,1,#,#,Kim cluttered the desk with papers/Papers cluttered the desk,NP,NP,PP(with),animate,location,*,EFNT,LOC,THME
clutter,#,1,#,#,Kim cluttered the desk with papers/Papers cluttered the desk,NP,NP,#,*,location,#,THME,LOC,
clutter,#,1,#,#,Kim cluttered the desk with papers/Papers cluttered the desk,NP,NP,#,animate,location,#,EFNT,LOC,
coast,#,1,#,#,Kim coasted (along the road),NP,#,#,animate,#,#,AGNT,#,
coat,2,1 3,#,Sense 2 excluded - coat smone - give them a coat?,Kim coated the wall with paint/Paint coated the wall,NP,NP,#,animate,location,#,EFNT,LOC,
coat,2,1 3,#,Sense 2 excluded - coat smone - give them a coat?,Kim coated the wall with paint/Paint coated the wall,NP,NP,PP(with),animate,location,*,EFNT,LOC,THME
coat,2,1 3,#,Sense 2 excluded - coat smone - give them a coat?,Kim coated the wall with paint/Paint coated the wall,NP,NP,#,*,location,#,THME,LOC,
coax,#,1,#,#,Kim coaxed Mary to come,NP,NP,VPinf,sentient,sentient,action,AGNT,PTNT,RSLT
cock,1 3,2,#,senses 1 and 3 excluded as obscure,Kim cocked her head (to one side),NP,NP,#,animate,bodypart,#,EFNT,THME,
coexist,#,1,#,#,The two species coexist in the same habitat,NP,PP,#,*,location,#,EFNT,LOC,
coincide,#,1 2 3,#,#,Kim's visit coincided with Mary's,NP,#,#,*,#,#,EFNT,#,
coincide,#,1 2 3,#,#,Kim's visit coincided with Mary's,NP,PP(with),#,*,*,#,EFNT,THME,
collaborate,#,1,#,#,Kim collaborated with Mary,NP,#,#,sentient,#,#,AGNT,#,
collaborate,#,1,#,#,Kim collaborated with Mary,NP,PP(with),#,sentient,sentient,#,AGNT,Addressee,
collapse,#,1 3 4 6,#,#,The weight collapsed the table/The table collapsed,NP,NP,#,*,*,#,EFNT,PTNT,
collapse,#,1 3 4 6,#,#,The weight collapsed the table/The table collapsed,NP,#,#,*,#,#,PTNT,#,
collapse,#,2 5,#,#,Kim collapsed (from exhaustion),NP,#,#,sentient,#,#,AGNT,#,
collate,#,1 2,#,#,Kim collated the documents,NP,NP,#,sentient,physobj,#,AGNT,PTNT,
collate,#,1 2,#,#,Kim collated the documents,NP,NP,PP(with),sentient,physobj,physobj,AGNT,THME,THME
collect,#,1 3 4 6,#,#,Kim collected her thoughts,NP,NP,#,*,*,#,EFNT,PTNT,
collect,#,2 5,#,#,Kim collected the visitors from the airport,NP,NP,#,*,*,#,EFNT,FORM,
collect,#,2 5,#,#,Kim collected the visitors from the airport,NP,NP,PP(from),*,*,*,EFNT,FORM,SRCE
collect,#,7,#,#,The people collected (in the town square),NPcoll,#,#,animate,#,#,EFNT,#,
color,#,1 4 5,2 3,"sense 6 excluded as obscure

senses 2 and 3 = figurative subsenses",Kim colored her hair red,NP,NP,Adj,physobj,physobj,#,AGNT,THME,
color,#,1 4 5,2 3,"sense 6 excluded as obscure

senses 2 and 3 = figurative subsenses",Kim colored her hair red,NP,NP,#,physobj,physobj,#,AGNT,THME,
color,#,1 4 5,2 3,"sense 6 excluded as obscure

senses 2 and 3 = figurative subsenses",Kim colored her hair red,NP,NP,PP(with),physobj,physobj,subst,AGNT,THME,INST
colour,6,1 2 3,#,#,Kim coloured her hair red,NP,NP,#,physobj,physobj,#,AGNT,THME,
colour,6,1 2 3,#,#,Kim coloured her hair red,NP,NP,Adj,physobj,physobj,#,AGNT,THME,
colour,6,1 2 3,#,#,Kim coloured her hair red,NP,NP,PP(with),physobj,physobj,subst,AGNT,THME,INST
comb,#,1,#,#,Kim combed her hair,NP,NP,#,animate,bodypart,#,AGNT,PTNT,
comb,#,2,#,#,Kim combed the knots from her hair,NP,NP,Adj,sentient,location,#,AGNT,LOC,
comb,#,2,#,#,Kim combed the knots from her hair,NP,NP,PP(from),sentient,physobj,location,AGNT,THME,LOC
comb,#,2,#,#,Kim combed the knots from her hair,NP,NP,#,sentient,location,#,AGNT,LOC,
comb,#,3,#,#,Kim combed the woods for her lost ring,NP,NP,PP(for),sentient,location,physobj,AGNT,LOC,THME
combine,#,1 2 3 4 5 6 7,#,#,Kim combined her resources with Mary's,NP,NP,#,sentient,*,#,AGNT,FORM,
combine,#,1 2 3 4 5 6 7,#,#,Kim combined her resources with Mary's,NP,NP,PP(with),sentient,*,*,AGNT,FORM,FORM
come,14,1 10,13,"13 = figurative - follow a course, subsense",Kim came home at 8 olock,NP,#,#,animate,#,#,EFNT,#,
come,14,2 3 11 12,4 5 6 7 9,14 = sexual - too specialized  8 figurative use?  (also reach and approach),Kim came,NP,PP,#,*,location,#,EFNT,LOC,
come,14,2 3 11 12,4 5 6 7 9,14 = sexual - too specialized  8 figurative use?  (also reach and approach),Kim came,NP,#,#,*,#,#,EFNT,#,
comfort,#, 1 2,#," Wordnet allows * as object in sense 2, I disagree", His kind words comforted Kim,NP,NP,#,*,sentient,#,Experienced,EXPR,
command,3 4,1 5,#,senses 3 and 4 excluded as rare,Kim commands a large staff,NP,NP,#,sentient,*,#,AGNT,RSLT,
command,3 4,2,#,#,Kim commanded Mary to arrange a meeting,NP,NP,VPinf,sentient,sentient,action,AGNT,PTNT,RSLT
commence,#,1 2 3,#,#,Kim commenced the discussion/The discussion commenced,NP,NP,#,sentient,*,#,AGNT,THME,
commence,#,1 2 3,#,#,Kim commenced the discussion/The discussion commenced,NP,#,#,*,#,#,AGNT,#,
commence,#,1 2 3,#,#,Kim commenced the discussion/The discussion commenced,NP,#,#,*,#,#,THME,#,
commend,#,1 2 4,#,sense 5 excluded as archaic,Kim commended Mary's efforts,NP,NP,#,sentient,*,#,AGNT,THME,
commend,#,3,#,#,Kim commended her children to Mary,NP,NP,PP(to),sentient,*,sentient,AGNT,THME,RCPT
comment,2,1,#,sense 2 excluded as unlikely,Kim commented to Mary that she was not pleased,NP,NP,PP(to),sentient,info,sentient,AGNT,Said,Addressee
comment,2,1,#,sense 2 excluded as unlikely,Kim commented to Mary that she was not pleased,NP,Scomp,#,sentient,info,#,AGNT,Said,
comment,2,1,#,sense 2 excluded as unlikely,Kim commented to Mary that she was not pleased,NP,PP(to),Scomp,sentient,sentient,info,AGNT,Addressee,Said
comment,2,1,#,sense 2 excluded as unlikely,Kim commented to Mary that she was not pleased,NP,NP,#,sentient,info,#,AGNT,said,
communicate,5 6,1 2 3,4,senses 5 and 6 excluded as obscure,Kim communicated with Mary/Kim and Mary communicated,NP,NP,PP(to),sentient,info,sentient,AGNT,THME,Addressee
communicate,5 6,1 2 3,4,senses 5 and 6 excluded as obscure,Kim communicated with Mary/Kim and Mary communicated,NP,PP(with),PP(about),sentient,sentient,*,AGNT,Addressee,Said
communicate,5 6,1 2 3,4,senses 5 and 6 excluded as obscure,Kim communicated with Mary/Kim and Mary communicated,NP,#,#,sentient,#,#,AGNT,#,
communicate,5 6,1 2 3,4,senses 5 and 6 excluded as obscure,Kim communicated with Mary/Kim and Mary communicated,NP,PP(with),#,sentient,sentient,#,AGNT,Addressee,
compare,#,1 2 3,#,#,Kim compared her house with Mary's,NP,NP,#,sentient,collective,#,AGNT,FORM,
compare,#,1 2 3,#,#,Kim compared her house with Mary's,NP,NP,PP(with),sentient,*,*,AGNT,FORM,FORM
compel,#,1,#,#,The movie compelled Mary,NP,NP,#,*,sentient,#,Experienced,EXPR,
compel,#,2,#,#,Kim compelled Mary to arrange a meeting,NP,NP,VPinf,sentient,sentient,action,AGNT,PTNT,RSLT
compensate,#,1,#,#,Kim compensated the situation,NP,NP,#,sentient,*,#,AGNT,THME,
compensate,#,2 3 4,#,#,Kim compensated Mary with a generous payment,NP,NP,PP(with),sentient,sentient,*,AGNT,RCPT,THME
compete,#,1,#,#,Kim competed with Mary for the prize,NP,#,#,sentient,#,#,AGNT,#,
compete,#,1,#,#,Kim competed with Mary for the prize,NP,PP(with),PP(for),sentient,sentient,*,AGNT,Addressee,THME
compete,#,1,#,#,Kim competed with Mary for the prize,NP,PP(with),#,sentient,sentient,#,AGNT,Addressee,
compile,2,1 3,#,ense 2 seems obscure,Kim compiled her poems into an anthology,NP,#,#,sentient,#,#,AGNT,#,
compile,2,1 3,#,ense 2 seems obscure,Kim compiled her poems into an anthology,NP,NP,PP(for),sentient,physobj,*,AGNT,RSLT,RCPT
compile,2,1 3,#,ense 2 seems obscure,Kim compiled her poems into an anthology,NP,NP,NP,sentient,*,physobj,AGNT,RCPT,RSLT
compile,2,1 3,#,ense 2 seems obscure,Kim compiled her poems into an anthology,NP,NP,#,sentient,subst,#,AGNT,MATR,
compile,2,1 3,#,ense 2 seems obscure,Kim compiled her poems into an anthology,NP,NP,PP(into),sentient,subst,physobj,AGNT,MATR,RSLT
compile,2,1 3,#,ense 2 seems obscure,Kim compiled her poems into an anthology,NP,NP,#,sentient,physobj,#,AGNT,RSLT,
complain,#,1,#,#,Kim complained to Mary about the mess,NP,PP(to),Scomp,sentient,sentient,info,AGNT,Addressee,Said
complain,#,1,#,#,Kim complained to Mary about the mess,NP,#,#,sentient,#,#,AGNT,#,
complain,#,1,#,#,Kim complained to Mary about the mess,NP,PP(about),#,sentient,*,#,AGNT,Said,
complain,#,1,#,#,Kim complained to Mary about the mess,NP,PP(to),PP(about),sentient,sentient,*,AGNT,Addressee,Said
complain,#,1,#,#,Kim complained to Mary about the mess,NP,PP(to),#,sentient,sentient,#,AGNT,Addressee,
complain,#,1,#,#,Kim complained to Mary about the mess,NP,Scomp,#,sentient,info,#,AGNT,Said,
complement,#,1,#,#,Kim's hat complemented her outfit,NP,NP,#,*,*,#,EFNT,THME,
complete,3 5,1 2 4 6,#,senses 3 and 5 excluded as obscure,Kim completed the task,NP,NP,#,sentient,abstract,#,AGNT,THME,
compose,#,1 2 3 4 5,#,#,Kim composed a letter to Mary,NP,NP,#,sentient,physobj,#,AGNT,THME,
compose,#,1 2 3 4 5,#,#,Kim composed a letter to Mary,NP,NP,PP,sentient,physobj,location,AGNT,THME,LOC
compose,#,1 2 3 4 5,#,#,Kim composed a letter to Mary,NP,NP,PP,sentient,physobj,sentient,AGNT,THME,RCPT
compose,#,1 2 3 4 5,#,#,Kim composed a letter to Mary,NP,NP,PP,sentient,physobj,subst,AGNT,THME,MATR
comprehend,2,1,#,sense 2 excluded as rare,Kim comprehended the situation/Kim comprehended that the situation was difficult,NP,NP,#,sentient,*,#,EXPR,THME,
comprehend,2,1,#,sense 2 excluded as rare,Kim comprehended the situation/Kim comprehended that the situation was difficult,NP,Scomp(that),#,sentient,*,#,EXPR,THME,
compress,#,1,#,#,Kim compressed the dough into a ball,NP,NP,#,sentient,subst,#,AGNT,MATR,
compress,#,1,#,#,Kim compressed the dough into a ball,NP,NP,PP(into),sentient,subst,physobj,AGNT,MATR,RSLT
compress,#,2,#,#,Kim compressed the lever/The lever compressed,NP,#,#,physobj,#,#,PTNT,#,
compress,#,2,#,#,Kim compressed the lever/The lever compressed,NP,NP,#,*,physobj,#,EFNT,PTNT,
comprise,#,1 2,#,#,"The team comprised Kim, Mary and Paul",NP,NP,#,*,*,#,EFNT,Ascribed,
compute,#,1,#,#,Kim computed the data,NP,NP,#,sentient,info,#,AGNT,THME,
con,#,1,#,#,The trick conned Kim,NP,NP,#,*,sentient,#,Experienced,EXPR,
concatenate,#,1,#,#,Kim concatenated the terms,NP,NP,PP(with),sentient,*,*,AGNT,FORM,FORM
concatenate,#,1,#,#,Kim concatenated the terms,NP,NP,#,sentient,*,#,AGNT,FORM,
conceal,#,1 2,#,#,Kim concealed the parcel/Kim's expression concealed the truth,NP,NP,#,*,*,#,EFNT,PTNT,
concede,#,1,#,#,Kim conceded that she had been mistaken,NP,NP,#,sentient,*,#,EXPR,THME,
concede,#,1,#,#,Kim conceded that she had been mistaken,NP,Scomp(that),#,sentient,*,#,EXPR,THME,
concede,#,2 3 4,#,#,Kim conceded defeat to Mary,NP,NP,PP(to),sentient,*,sentient,AGNT,THME,RCPT
concede,#,2 3 4,#,#,Kim conceded defeat to Mary,NP,NP,#,sentient,*,#,AGNT,THME,
concern,#,1,#,#, This letter concerns you ,NP,NP,#,*,*,#,MED,TELC,
concern,#,2,#,#, Kim's fear of spiders concerns me,NP,NP,#,*,sentient,#,Experienced,EXPR,
conclude,#,1 3,#,#,Kim concluded that the story was true,NP,Scomp(that),#,sentient,abstract,#,AGNT,Said,
conclude,#,1 3,#,#,Kim concluded that the story was true,NP,NP,VPinf,*,*,*,AGNT,THME,FORM
conclude,#,2,#,#,Kim concluded the meeting/The meeting concluded,NP,NP,#,sentient,*,#,AGNT,THME,
conclude,#,2,#,#,Kim concluded the meeting/The meeting concluded,NP,#,#,*,#,#,AGNT,#,
conclude,#,2,#,#,Kim concluded the meeting/The meeting concluded,NP,#,#,*,#,#,THME,#,
condemn,#,1 2 3 4,#,#,Kim condemned Mary's behavior,NP,NP,#,sentient,*,#,AGNT,THME,
condense,#,1 3,#,#,The heat condensed the liquid/The liquid condensed,NP,NP,#,*,physobj,#,EFNT,PTNT,
condense,#,1 3,#,#,The heat condensed the liquid/The liquid condensed,NP,#,#,physobj,#,#,PTNT,#,
condense,#,2 3,#,#,The publisher condensed the book,NP,NP,#,sentient,physobj,#,AGNT,THME,
conduct,#,1,2,#,Kim conducted a survey,NP,NP,#,sentient,*,#,AGNT,RSLT,
conduct,#,3 5 6,#,#,They conducted Kim out of the room,NP,NP,#,sentient,sentient,#,AGNT,THME,
conduct,#,4,#,"cf  (behave), acquit, bear, comport, carry",Kim conducted herself with dignity,NP,NPrefl,PP(with),sentient,sentient,*,EXPR,EXPR,THME
confer,#,1,#,#,The president conferred honours on his generals,NP,NP,PP(on),sentient,*,sentient,AGNT,THME,RCPT
confer,#,2,#,#,Kim conferred with her boss (about the problem)/ Kim and her boss conferred,NP,#,#,sentient,#,#,AGNT,#,
confer,#,2,#,#,Kim conferred with her boss (about the problem)/ Kim and her boss conferred,NP,PP(with),#,sentient,sentient,#,AGNT,Addressee,
confess,#,1 2 3,#,#,Kim confessed that she had been wrong,NP,PP(to),Scomp,sentient,sentient,info,AGNT,Addressee,Said
confess,#,1 2 3,#,#,Kim confessed that she had been wrong,NP,Scomp,#,sentient,info,#,AGNT,Said,
confess,#,1 2 3,#,#,Kim confessed that she had been wrong,NP,NP,#,sentient,info,#,AGNT,said,
confess,#,1 2 3,#,#,Kim confessed that she had been wrong,NP,NP,PP(to),sentient,info,sentient,AGNT,Said,Addressee
confide,2,1,#,#,Kim confided to Mary that she was in love,NP,PP(to),Scomp,sentient,sentient,info,AGNT,Addressee,Said
confide,2,1,#,#,Kim confided to Mary that she was in love,NP,NP,#,sentient,info,#,AGNT,said,
confide,2,1,#,#,Kim confided to Mary that she was in love,NP,Scomp,#,sentient,info,#,AGNT,Said,
confide,2,1,#,#,Kim confided to Mary that she was in love,NP,NP,PP(to),sentient,info,sentient,AGNT,Said,Addressee
confirm,#,1 2,#,senses 4 and 5 excluded as obscure,Kim confirmed Mary's statement/Kim confirmed that Mary was telling the truth,NP,NP,#,*,info,#,EFNT,PTNT,
confirm,#,1 2,#,senses 4 and 5 excluded as obscure,Kim confirmed Mary's statement/Kim confirmed that Mary was telling the truth,NP,Scomp(that),#,*,info,#,EFNT,PTNT,
confirm,#,3,#,#,They confirmed Kim as President,NP,NP,PP(as),sentient,*,*,AGNT,THME,THME
conflict,#,1,#,#,Kim conflicted with Mary,NP,PP(with),#,*,*,#,EFNT,THME,
conflict,#,1,#,#,Kim conflicted with Mary,NP,PP(with),PP(about),sentient,sentient,*,AGNT,Addressee,Said
conflict,#,1,#,#,Kim conflicted with Mary,NP,PP(with),#,sentient,sentient,#,AGNT,Addressee,
conflict,#,1,#,#,Kim conflicted with Mary,NP,#,#,sentient,#,#,AGNT,#,
conform,#,1 2 3,#,#,Kim conformed to the rules,NP,PP(to),#,*,*,#,EFNT,THME,
conform,#,1 2 3,#,#,Kim conformed to the rules,NP,#,#,*,#,#,EFNT,#,
confuse,#, 1 3,#,#, Kim always confused Spanish and French / Kim always confused Spanish with French,NP,NP,PP(with),sentient,*,*,AGNT,FORM,FORM
confuse,#, 1 3,#,#, Kim always confused Spanish and French / Kim always confused Spanish with French,NP,NP,#,sentient,collective,#,AGNT,FORM,
confuse,#, 2 4,#,#, The rules of cricket confuse Kim,NP,NP,#,*,sentient,#,Experienced,EXPR,
conjecture,#,1,#,#,Kim conjectured that Mary would be late,NP,Scomp(that),#,sentient,abstract,#,AGNT,Said,
conjecture,#,1,#,#,Kim conjectured that Mary would be late,NP,NP,VPinf,*,*,*,AGNT,THME,FORM
connect,4 7 8,1 2 3 5 6,#,senses 4 7 8 excluded as rare or phrasal,Kim connected the news with previous events,NP,NP,PP(with),sentient,*,*,AGNT,FORM,FORM
connect,4 7 8,1 2 3 5 6,#,senses 4 7 8 excluded as rare or phrasal,Kim connected the news with previous events,NP,NP,#,sentient,*,#,AGNT,FORM,
connect,4 7 8,1 2 3 5 6,#,senses 4 7 8 excluded as rare or phrasal,Kim connected the news with previous events,NP,#,#,*,#,#,EFNT,#,
conquer,#,1 2 3 4,#,#,Kim conquered her addiction,NP,NP,#,sentient,*,#,AGNT,PTNT,
conserve,#,1 2,#,#,Kim conserved her energy,NP,NP,#,sentient,*,#,AGNT,PTNT,
consider,#,1,#,#,Kim considered Mary a good friend/Kim considered Mary to be a good friend,NP,NP,PP(as),sentient,*,*,AGNT,RCPT,THME
consider,#,1,#,#,Kim considered Mary a good friend/Kim considered Mary to be a good friend,NP,NP,NP,sentient,*,*,AGNT,RCPT,THME
consider,#,1,#,#,Kim considered Mary a good friend/Kim considered Mary to be a good friend,NP,NP,VPinf,sentient,*,*,AGNT,RCPT,THME
consider,#,2 3 4 5,#,#,Kim considered her options,NP,NP,#,sentient,*,#,AGNT,PTNT,
console,#,1,#,#, Kim's kind words consoled me,NP,NP,#,*,sentient,#,Experienced,EXPR,
consolidate,#,1 2 3 4 5,#,#,Kim consolidated her resources with Mary's,NP,NP,#,sentient,collective,#,AGNT,FORM,
consolidate,#,1 2 3 4 5,#,#,Kim consolidated her resources with Mary's,NP,NP,PP(with),sentient,*,*,AGNT,FORM,FORM
constrain,#,1 2,#,#,The rules constrained Kim,NP,NP,#,*,*,#,EFNT,PTNT,
construct,3 4,1 2,#,senses 3 and 4 excluded as obscure,Kim constructed a shed in the garden,NP,NP,PP,sentient,physobj,location,AGNT,THME,LOC
construct,3 4,1 2,#,senses 3 and 4 excluded as obscure,Kim constructed a shed in the garden,NP,NP,PP,sentient,physobj,subst,AGNT,THME,MATR
construct,3 4,1 2,#,senses 3 and 4 excluded as obscure,Kim constructed a shed in the garden,NP,NP,#,sentient,physobj,#,AGNT,THME,
construct,3 4,1 2,#,senses 3 and 4 excluded as obscure,Kim constructed a shed in the garden,NP,NP,PP,sentient,physobj,sentient,AGNT,THME,RCPT
consult,#,1 2 3 4 5 6 7,#,#,Kim consulted with Mary/Kim consulted her diary,NP,PP(with),#,sentient,sentient,#,AGNT,PTNT,
consult,#,1 2 3 4 5 6 7,#,#,Kim consulted with Mary/Kim consulted her diary,NP,NP,#,sentient,info,#,AGNT,PTNT,
consult,#,1 2 3 4 5 6 7,#,#,Kim consulted with Mary/Kim consulted her diary,NP,#,#,sentient,#,#,AGNT,#,
contact,#,1,#,#,Kim contacted Mary,NP,NP,#,sentient,sentient,#,AGNT,PTNT,
contain,#,1 2 3,#,#,The bag contained three apples,NP,NP,#,physobj,physobj,#,EFNT,PTNT,
contain,#,4 5 6,#,#,The fire service contained the fire,NP,NP,#,*,*,#,EFNT,PTNT,
contaminate,#,1 2,#,#,Kim contaminated the water with chemicals/Chemicals contaminated the water,NP,NP,#,animate,location,#,EFNT,LOC,
contaminate,#,1 2,#,#,Kim contaminated the water with chemicals/Chemicals contaminated the water,NP,NP,#,*,location,#,THME,LOC,
contaminate,#,1 2,#,#,Kim contaminated the water with chemicals/Chemicals contaminated the water,NP,NP,PP(with),animate,location,*,EFNT,LOC,THME
contemplate,#,1 2 3 4,#,#,Kim contemplated the possibilities,NP,NP,#,sentient,*,#,AGNT,PTNT,
content,#,1,2, 2 is a subsense of 1, Kim wanted platinum but contented herself with silver,NP,NPrefl,PP(with),sentient,sentient,*,EXPR,EXPR,THME
content,#,1,2, 2 is a subsense of 1, Kim wanted platinum but contented herself with silver,NP,NP,#,*,sentient,#,Experienced,EXPR,
contract,1 2 3,4 5 6 8,#,1 2 3 excluded as too narrow,The heat contracted the fabric/The fabric contracted,NP,NP,#,*,physobj,#,EFNT,PTNT,
contract,1 2 3,4 5 6 8,#,1 2 3 excluded as too narrow,The heat contracted the fabric/The fabric contracted,NP,#,#,physobj,#,#,PTNT,#,
contract,1 2 3,7 9,#,#,The publisher contracted the novel,NP,NP,#,sentient,physobj,#,AGNT,THME,
contrast,#,1 2 3,#,#,Kim contrasted Mary's dress with her own,NP,NP,#,sentient,collective,#,AGNT,FORM,
contrast,#,1 2 3,#,#,Kim contrasted Mary's dress with her own,NP,NP,PP(with),sentient,*,*,AGNT,FORM,FORM
contribute,#,1 2 3,#,#,Kim contributed her vase to the auction,NP,NP,PP(to),sentient,*,*,AGNT,THME,RCPT
control,#,1 3 5 10,#,#,Kim controlled her emotions,NP,NP,#,*,*,#,EFNT,PTNT,
control,#,2 4 7 8,#,#,The police controlled the crowd,NP,NP,#,*,*,#,EFNT,PTNT,
control,#,6 9,#,#,Kim controlled the results/Kim controlled that the results were correct,NP,NP,#,sentient,*,#,EXPR,THME,
control,#,6 9,#,#,Kim controlled the results/Kim controlled that the results were correct,NP,Scomp(that),#,sentient,*,#,EXPR,THME,
convert,#,1 2 3 4 5 6 7 8,#,#,Kim converted her guest room into a study,NP,NP,PP(into),sentient,*,*,AGNT,PTNT,RSLT
convey,#,1 2,#,#,Kim conveyed the news to Mary,NP,NP,PP(to),sentient,info,sentient,AGNT,Said,Addressee
convey,#,1 2,#,#,Kim conveyed the news to Mary,NP,Scomp,#,sentient,info,#,AGNT,Said,
convey,#,1 2,#,#,Kim conveyed the news to Mary,NP,PP(to),Scomp,sentient,sentient,info,AGNT,Addressee,Said
convey,#,1 2,#,#,Kim conveyed the news to Mary,NP,NP,#,sentient,info,#,AGNT,said,
convey,#,3 4 5 6,#,#,The lorry conveyed its load to the port,NP,NP,PP(to),sentient,physobj,location,AGNT,THME,LOC
convey,#,3 4 5 6,#,#,The lorry conveyed its load to the port,NP,NP,PP(to),sentient,physobj,sentient,AGNT,THME,RCPT
